/usr/java/bin/java -XX:MaxRAMPercentage=85.0 -cp /binary/ycsb/mongodb-binding/conf:/binary/ycsb/conf:/binary/ycsb/lib/jackson-core-asl-1.9.4.jar:/binary/ycsb/lib/core-0.18.0-SNAPSHOT.jar:/binary/ycsb/lib/jackson-mapper-asl-1.9.4.jar:/binary/ycsb/lib/HdrHistogram-2.1.4.jar:/binary/ycsb/lib/htrace-core4-4.1.0-incubating.jar:/binary/ycsb/mongodb-binding/lib/logback-classic-1.1.2.jar:/binary/ycsb/mongodb-binding/lib/mongo-java-driver-3.11.0.jar:/binary/ycsb/mongodb-binding/lib/mongodb-async-driver-2.0.1.jar:/binary/ycsb/mongodb-binding/lib/logback-core-1.1.2.jar:/binary/ycsb/mongodb-binding/lib/mongodb-binding-0.18.0-SNAPSHOT.jar:/binary/ycsb/mongodb-binding/lib/snappy-java-1.1.7.1.jar:/binary/ycsb/mongodb-binding/lib/slf4j-api-1.7.25.jar site.ycsb.Client -db site.ycsb.db.MongoDbClient -s -p mongodb.url=mongodb://benchant:BareRebel2022@mongodb-m-calibration-shard-00-00.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-00-01.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-00-02.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-01-00.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-01-01.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-01-02.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-02-00.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-02-01.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-02-02.w3sa1.mongodb.net:27016/?ssl=true&authSource=admin&w=majority&j=true&readPreference=primary -p batchsize=1 -p workload=site.ycsb.workloads.CoreWorkload -p maxexecutiontime=1800 -threads 100 -p recordcount=1000000000 -p operationcount=999900000 -target 12000 -p fieldcount=10 -p fieldlength=100 -p requestdistribution=hotspot -p hotspotdatafraction=0.013 -p hotspotopnfraction=0.95 -p insertorder=ordered -p readproportion=0.95 -p updateproportion=0.05 -p insertproportion=0.0 -p scanproportion=0.0 -p maxscanlength=1000 -p scanlengthdistribution=uniform -p measurementtype=hdrhistogram -p hdrhistogram.fileoutput=true -p hdrhistogram.output.path=/home/developer/results/ -t
Command line: -db site.ycsb.db.MongoDbClient -s -p mongodb.url=mongodb://benchant:BareRebel2022@mongodb-m-calibration-shard-00-00.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-00-01.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-00-02.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-01-00.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-01-01.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-01-02.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-02-00.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-02-01.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-02-02.w3sa1.mongodb.net:27016/?ssl=true&authSource=admin&w=majority&j=true&readPreference=primary -p batchsize=1 -p workload=site.ycsb.workloads.CoreWorkload -p maxexecutiontime=1800 -threads 100 -p recordcount=1000000000 -p operationcount=999900000 -target 12000 -p fieldcount=10 -p fieldlength=100 -p requestdistribution=hotspot -p hotspotdatafraction=0.013 -p hotspotopnfraction=0.95 -p insertorder=ordered -p readproportion=0.95 -p updateproportion=0.05 -p insertproportion=0.0 -p scanproportion=0.0 -p maxscanlength=1000 -p scanlengthdistribution=uniform -p measurementtype=hdrhistogram -p hdrhistogram.fileoutput=true -p hdrhistogram.output.path=/home/developer/results/ -t
YCSB Client 0.18.0-SNAPSHOT

Loading workload...
Starting test.
Maximum execution time specified as: 1800 secs
2023-05-08 14:30:56:655 0 sec: 0 operations; est completion in 0 second 
14:30:56.776 [Thread-9] WARN  org.mongodb.driver.uri - Uri option 'j' has been deprecated, use 'journal' instead.
14:30:56.776 [Thread-9] WARN  org.mongodb.driver.uri - Uri option 'j' has been deprecated, use 'journal' instead.
mongo client connection created with mongodb://benchant:BareRebel2022@mongodb-m-calibration-shard-00-00.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-00-01.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-00-02.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-01-00.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-01-01.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-01-02.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-02-00.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-02-01.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-02-02.w3sa1.mongodb.net:27016/?ssl=true&authSource=admin&w=majority&j=true&readPreference=primary
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
2023-05-08 14:31:06:639 10 sec: 116117 operations; 11611.7 current ops/sec; est completion in 23 hours 55 minutes [READ: Count=110335, Max=833023, Min=1325, Avg=4935.76, 90=5483, 99=52223, 99.9=124223, 99.99=761855] [UPDATE: Count=5818, Max=805887, Min=4012, Avg=14531.66, 90=27423, 99=72511, 99.9=151807, 99.99=775167] 
2023-05-08 14:31:16:639 20 sec: 236114 operations; 11999.7 current ops/sec; est completion in 23 hours 31 minutes [READ: Count=114091, Max=34367, Min=1332, Avg=2398.55, 90=3135, 99=5387, 99.9=10423, 99.99=19087] [UPDATE: Count=5895, Max=69055, Min=3552, Avg=7378.15, 90=10047, 99=19775, 99.9=60063, 99.99=68799] 
2023-05-08 14:31:26:639 30 sec: 356117 operations; 12000.3 current ops/sec; est completion in 23 hours 23 minutes [READ: Count=114077, Max=29071, Min=1277, Avg=2413.64, 90=3157, 99=5391, 99.9=11223, 99.99=19183] [UPDATE: Count=5918, Max=45151, Min=3854, Avg=7056.94, 90=9263, 99=16415, 99.9=32335, 99.99=43551] 
2023-05-08 14:31:36:639 40 sec: 476113 operations; 11999.6 current ops/sec; est completion in 23 hours 19 minutes [READ: Count=114072, Max=70207, Min=1297, Avg=2454.21, 90=3203, 99=6139, 99.9=15831, 99.99=37887] [UPDATE: Count=5922, Max=271615, Min=3944, Avg=8599.56, 90=10575, 99=30079, 99.9=254207, 99.99=269567] 
2023-05-08 14:31:46:639 50 sec: 594717 operations; 11860.4 current ops/sec; est completion in 23 hours 20 minutes [READ: Count=112690, Max=44575, Min=1303, Avg=2505.35, 90=3347, 99=6603, 99.9=13935, 99.99=23535] [UPDATE: Count=5902, Max=36735, Min=3592, Avg=7573.36, 90=10727, 99=20463, 99.9=32495, 99.99=36639] 
2023-05-08 14:31:56:639 60 sec: 716101 operations; 12138.4 current ops/sec; est completion in 23 hours 15 minutes [READ: Count=115181, Max=259455, Min=1317, Avg=2979.76, 90=4009, 99=12727, 99.9=60863, 99.99=74111] [UPDATE: Count=6230, Max=429311, Min=3844, Avg=13801.9, 90=16783, 99=223487, 99.9=389375, 99.99=420351] 
2023-05-08 14:32:06:639 70 sec: 836116 operations; 12001.5 current ops/sec; est completion in 23 hours 14 minutes [READ: Count=113883, Max=46143, Min=1349, Avg=2621.93, 90=3555, 99=8319, 99.9=17151, 99.99=28463] [UPDATE: Count=6115, Max=73023, Min=4028, Avg=9095.88, 90=13439, 99=47007, 99.9=67839, 99.99=71935] 
2023-05-08 14:32:16:639 80 sec: 956113 operations; 11999.7 current ops/sec; est completion in 23 hours 13 minutes [READ: Count=114029, Max=148991, Min=1337, Avg=2657.84, 90=3583, 99=8999, 99.9=19855, 99.99=56191] [UPDATE: Count=5971, Max=209535, Min=3916, Avg=12058.2, 90=21759, 99=85695, 99.9=180095, 99.99=200703] 
2023-05-08 14:32:26:639 90 sec: 1076116 operations; 12000.3 current ops/sec; est completion in 23 hours 12 minutes [READ: Count=113856, Max=33055, Min=1327, Avg=2455.02, 90=3263, 99=5771, 99.9=12055, 99.99=21583] [UPDATE: Count=6140, Max=86271, Min=4008, Avg=7598.35, 90=10143, 99=24639, 99.9=73983, 99.99=82559] [READ-FAILED: Count=1, Max=2355, Min=2354, Avg=2355, 90=2355, 99=2355, 99.9=2355, 99.99=2355] 
2023-05-08 14:32:36:639 100 sec: 1196112 operations; 11999.6 current ops/sec; est completion in 23 hours 11 minutes [READ: Count=114045, Max=30239, Min=1339, Avg=2418.8, 90=3187, 99=5255, 99.9=10407, 99.99=17647] [UPDATE: Count=5959, Max=26031, Min=3830, Avg=6922.75, 90=9087, 99=15495, 99.9=21519, 99.99=25311] [READ-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=?, 90=0, 99=0, 99.9=0, 99.99=0] 
2023-05-08 14:32:46:639 110 sec: 1316111 operations; 11999.9 current ops/sec; est completion in 23 hours 11 minutes [READ: Count=113866, Max=32527, Min=1320, Avg=2399.68, 90=3155, 99=5075, 99.9=9679, 99.99=16863] [UPDATE: Count=6136, Max=61631, Min=3906, Avg=7521.41, 90=10567, 99=21711, 99.9=32111, 99.99=52223] [READ-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=?, 90=0, 99=0, 99.9=0, 99.99=0] 
2023-05-08 14:32:56:639 120 sec: 1436114 operations; 12000.3 current ops/sec; est completion in 23 hours 10 minutes [READ: Count=113986, Max=26575, Min=1319, Avg=2397.46, 90=3131, 99=5071, 99.9=12167, 99.99=19983] [UPDATE: Count=6012, Max=30399, Min=3756, Avg=6659.91, 90=8567, 99=13327, 99.9=20239, 99.99=30111] [READ-FAILED: Count=1, Max=2613, Min=2612, Avg=2613, 90=2613, 99=2613, 99.9=2613, 99.99=2613] 
2023-05-08 14:33:06:639 130 sec: 1556115 operations; 12000.1 current ops/sec; est completion in 23 hours 10 minutes [READ: Count=113995, Max=50271, Min=1290, Avg=2462.45, 90=3271, 99=5751, 99.9=12463, 99.99=24623] [UPDATE: Count=6002, Max=47039, Min=3824, Avg=7077.98, 90=9487, 99=18015, 99.9=29919, 99.99=35551] [READ-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=?, 90=0, 99=0, 99.9=0, 99.99=0] 
