/usr/java/bin/java -XX:MaxRAMPercentage=85.0 -cp /binary/ycsb/mongodb-binding/conf:/binary/ycsb/conf:/binary/ycsb/lib/jackson-core-asl-1.9.4.jar:/binary/ycsb/lib/core-0.18.0-SNAPSHOT.jar:/binary/ycsb/lib/jackson-mapper-asl-1.9.4.jar:/binary/ycsb/lib/HdrHistogram-2.1.4.jar:/binary/ycsb/lib/htrace-core4-4.1.0-incubating.jar:/binary/ycsb/mongodb-binding/lib/logback-classic-1.1.2.jar:/binary/ycsb/mongodb-binding/lib/mongo-java-driver-3.11.0.jar:/binary/ycsb/mongodb-binding/lib/mongodb-async-driver-2.0.1.jar:/binary/ycsb/mongodb-binding/lib/logback-core-1.1.2.jar:/binary/ycsb/mongodb-binding/lib/mongodb-binding-0.18.0-SNAPSHOT.jar:/binary/ycsb/mongodb-binding/lib/snappy-java-1.1.7.1.jar:/binary/ycsb/mongodb-binding/lib/slf4j-api-1.7.25.jar site.ycsb.Client -db site.ycsb.db.MongoDbClient -s -p mongodb.url=mongodb://benchant:BareRebel2022@mongodb-m-calibration-shard-00-00.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-00-01.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-00-02.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-01-00.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-01-01.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-01-02.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-02-00.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-02-01.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-02-02.w3sa1.mongodb.net:27016/?ssl=true&authSource=admin&w=majority&j=true&readPreference=primary -p batchsize=1 -p workload=site.ycsb.workloads.CoreWorkload -p maxexecutiontime=1800 -threads 100 -p recordcount=1000000000 -p operationcount=999900000 -target 12000 -p fieldcount=10 -p fieldlength=100 -p requestdistribution=hotspot -p hotspotdatafraction=0.013 -p hotspotopnfraction=0.95 -p insertorder=ordered -p readproportion=0.95 -p updateproportion=0.05 -p insertproportion=0.0 -p scanproportion=0.0 -p maxscanlength=1000 -p scanlengthdistribution=uniform -p measurementtype=hdrhistogram -p hdrhistogram.fileoutput=true -p hdrhistogram.output.path=/home/developer/results/ -t
Command line: -db site.ycsb.db.MongoDbClient -s -p mongodb.url=mongodb://benchant:BareRebel2022@mongodb-m-calibration-shard-00-00.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-00-01.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-00-02.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-01-00.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-01-01.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-01-02.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-02-00.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-02-01.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-02-02.w3sa1.mongodb.net:27016/?ssl=true&authSource=admin&w=majority&j=true&readPreference=primary -p batchsize=1 -p workload=site.ycsb.workloads.CoreWorkload -p maxexecutiontime=1800 -threads 100 -p recordcount=1000000000 -p operationcount=999900000 -target 12000 -p fieldcount=10 -p fieldlength=100 -p requestdistribution=hotspot -p hotspotdatafraction=0.013 -p hotspotopnfraction=0.95 -p insertorder=ordered -p readproportion=0.95 -p updateproportion=0.05 -p insertproportion=0.0 -p scanproportion=0.0 -p maxscanlength=1000 -p scanlengthdistribution=uniform -p measurementtype=hdrhistogram -p hdrhistogram.fileoutput=true -p hdrhistogram.output.path=/home/developer/results/ -t
YCSB Client 0.18.0-SNAPSHOT

Loading workload...
Starting test.
Maximum execution time specified as: 1800 secs
2023-05-08 14:30:56:059 0 sec: 0 operations; est completion in 0 second 
14:30:56.171 [Thread-9] WARN  org.mongodb.driver.uri - Uri option 'j' has been deprecated, use 'journal' instead.
14:30:56.171 [Thread-9] WARN  org.mongodb.driver.uri - Uri option 'j' has been deprecated, use 'journal' instead.
mongo client connection created with mongodb://benchant:BareRebel2022@mongodb-m-calibration-shard-00-00.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-00-01.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-00-02.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-01-00.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-01-01.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-01-02.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-02-00.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-02-01.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-02-02.w3sa1.mongodb.net:27016/?ssl=true&authSource=admin&w=majority&j=true&readPreference=primary
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
2023-05-08 14:31:06:042 10 sec: 116263 operations; 11626.3 current ops/sec; est completion in 23 hours 53 minutes [READ: Count=110578, Max=601599, Min=1353, Avg=4687.95, 90=5479, 99=49567, 99.9=130239, 99.99=563711] [UPDATE: Count=5715, Max=563711, Min=3948, Avg=14301.24, 90=27311, 99=74943, 99.9=538623, 99.99=554495] 
2023-05-08 14:31:16:042 20 sec: 236256 operations; 11999.3 current ops/sec; est completion in 23 hours 30 minutes [READ: Count=113955, Max=30095, Min=1284, Avg=2417.38, 90=3163, 99=5407, 99.9=11263, 99.99=19599] [UPDATE: Count=6025, Max=69183, Min=3880, Avg=7418.57, 90=10047, 99=21183, 99.9=52799, 99.99=67455] 
2023-05-08 14:31:26:042 30 sec: 356257 operations; 12000.1 current ops/sec; est completion in 23 hours 22 minutes [READ: Count=113969, Max=25951, Min=1322, Avg=2434.3, 90=3197, 99=5471, 99.9=10879, 99.99=17647] [UPDATE: Count=6025, Max=46271, Min=3744, Avg=7118, 90=9247, 99=17327, 99.9=29071, 99.99=39903] 
2023-05-08 14:31:36:042 40 sec: 475748 operations; 11949.1 current ops/sec; est completion in 23 hours 20 minutes [READ: Count=113576, Max=61727, Min=1307, Avg=2441.43, 90=3179, 99=5775, 99.9=14159, 99.99=29391] [UPDATE: Count=5920, Max=265727, Min=3822, Avg=8280.08, 90=9895, 99=26127, 99.9=247679, 99.99=264191] 
2023-05-08 14:31:46:042 50 sec: 596255 operations; 12050.7 current ops/sec; est completion in 23 hours 16 minutes [READ: Count=114552, Max=107647, Min=1310, Avg=2545.48, 90=3441, 99=6763, 99.9=14151, 99.99=27567] [UPDATE: Count=5961, Max=60831, Min=3750, Avg=7757.24, 90=10887, 99=20927, 99.9=38143, 99.99=60735] 
2023-05-08 14:31:56:042 60 sec: 716246 operations; 11999.1 current ops/sec; est completion in 23 hours 15 minutes [READ: Count=114028, Max=118271, Min=1324, Avg=2961.18, 90=3975, 99=12375, 99.9=59423, 99.99=73343] [UPDATE: Count=5957, Max=407807, Min=3786, Avg=13497.14, 90=17087, 99=190335, 99.9=366847, 99.99=407039] [READ-FAILED: Count=1, Max=2199, Min=2198, Avg=2199, 90=2199, 99=2199, 99.9=2199, 99.99=2199] 
2023-05-08 14:32:06:042 70 sec: 836249 operations; 12000.3 current ops/sec; est completion in 23 hours 13 minutes [READ: Count=114100, Max=49567, Min=1326, Avg=2637.39, 90=3565, 99=8703, 99.9=18943, 99.99=32207] [UPDATE: Count=5906, Max=76031, Min=3986, Avg=9208.97, 90=13959, 99=49215, 99.9=66239, 99.99=75711] [READ-FAILED: Count=1, Max=1943, Min=1943, Avg=1943, 90=1943, 99=1943, 99.9=1943, 99.99=1943] 
2023-05-08 14:32:16:042 80 sec: 956257 operations; 12000.8 current ops/sec; est completion in 23 hours 12 minutes [READ: Count=113993, Max=163327, Min=1345, Avg=2678.26, 90=3613, 99=9567, 99.9=20751, 99.99=69119] [UPDATE: Count=6004, Max=214399, Min=3982, Avg=12510.24, 90=23263, 99=88575, 99.9=193279, 99.99=200575] [READ-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=?, 90=0, 99=0, 99.9=0, 99.99=0] 
2023-05-08 14:32:26:042 90 sec: 1076257 operations; 12000 current ops/sec; est completion in 23 hours 12 minutes [READ: Count=114080, Max=37279, Min=1319, Avg=2447.43, 90=3225, 99=5775, 99.9=11975, 99.99=20399] [UPDATE: Count=5929, Max=87999, Min=3780, Avg=7570.21, 90=9951, 99=25455, 99.9=74175, 99.99=87743] [READ-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=?, 90=0, 99=0, 99.9=0, 99.99=0] 
2023-05-08 14:32:36:042 100 sec: 1196257 operations; 12000 current ops/sec; est completion in 23 hours 11 minutes [READ: Count=114077, Max=32015, Min=1323, Avg=2414.15, 90=3163, 99=5299, 99.9=10783, 99.99=17087] [UPDATE: Count=5919, Max=28415, Min=3884, Avg=7003.02, 90=9183, 99=16671, 99.9=23039, 99.99=25439] [READ-FAILED: Count=1, Max=2295, Min=2294, Avg=2295, 90=2295, 99=2295, 99.9=2295, 99.99=2295] 
2023-05-08 14:32:46:042 110 sec: 1316259 operations; 12000.2 current ops/sec; est completion in 23 hours 10 minutes [READ: Count=113928, Max=26991, Min=1322, Avg=2395.72, 90=3123, 99=5091, 99.9=10007, 99.99=16311] [UPDATE: Count=6074, Max=59935, Min=3854, Avg=7527.15, 90=10567, 99=22127, 99.9=31439, 99.99=55167] [READ-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=?, 90=0, 99=0, 99.9=0, 99.99=0] 
2023-05-08 14:32:56:042 120 sec: 1436257 operations; 11999.8 current ops/sec; est completion in 23 hours 10 minutes [READ: Count=113909, Max=22031, Min=1272, Avg=2387.12, 90=3119, 99=5019, 99.9=8895, 99.99=13631] [UPDATE: Count=6084, Max=34143, Min=3704, Avg=6693.35, 90=8599, 99=12871, 99.9=24079, 99.99=30959] [READ-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=?, 90=0, 99=0, 99.9=0, 99.99=0] 
